Player,Nation,Pos,Squad,Comp,Age,Min,90s,Gls,Ast,G+A,G-PK,xG,npxG,xAG,PrgC,PrgP,Gls_per90,xG_per90,Finishing_Diff
Marvin Friedrich,GER,DF,Gladbach,de Bundesliga,27.0,1566,17.4,0,0,0,0,0.6,0.6,0.2,2.0,34.0,0.0,0.034482758620689655,-0.6
Jeremie Frimpong,NED,DF,Leverkusen,de Bundesliga,22.0,2251,25.0,9,7,16,9,8.2,8.2,5.9,153.0,49.0,0.3598400710795202,0.32785428698356284,0.8000000000000007
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,es La Liga,26.0,1549,17.2,2,0,2,2,2.6,2.6,1.4,42.0,40.0,0.11620400258231116,0.15106520335700452,-0.6000000000000001
Chris Führich,GER,"FW,MF",Stuttgart,de Bundesliga,25.0,2567,28.5,8,7,15,8,6.6,5.8,8.0,153.0,145.0,0.28048305414881186,0.23139851967276975,1.4000000000000004
Angelo Fulgini,FRA,MF,Lens,fr Ligue 1,26.0,1376,15.3,1,2,3,1,3.2,3.2,3.2,35.0,74.0,0.06540697674418605,0.20930232558139533,-2.2
Niclas Füllkrug,GER,FW,Dortmund,de Bundesliga,30.0,2212,24.6,12,8,20,9,12.4,10.0,3.1,17.0,49.0,0.488245931283906,0.5045207956600362,-0.40000000000000036
Matteo Gabbia,ITA,DF,Milan,it Serie A,23.0,1275,14.2,2,1,3,2,1.6,1.6,0.3,11.0,42.0,0.1411764705882353,0.11294117647058824,0.3999999999999999
Matteo Gabbia,ITA,DF,Villarreal,es La Liga,23.0,477,5.3,0,0,0,0,0.0,0.0,0.1,1.0,9.0,0.0,0.0,0.0
Gianluca Gaetano,ITA,"FW,MF",Cagliari,it Serie A,23.0,745,8.3,4,1,5,3,1.3,0.5,1.3,17.0,41.0,0.4832214765100671,0.15704697986577182,2.7
Roberto Gagliardini,ITA,"MF,DF",Monza,it Serie A,29.0,2360,26.2,1,2,3,1,2.9,2.9,1.7,38.0,120.0,0.03813559322033898,0.11059322033898304,-1.9
Cody Gakpo,NED,"FW,MF",Liverpool,eng Premier League,24.0,1649,18.3,8,5,13,8,9.0,9.0,2.9,43.0,83.0,0.4366282595512432,0.49120679199514855,-1.0
Javi Galán,ESP,DF,Real Sociedad,es La Liga,28.0,1075,11.9,0,1,1,0,0.1,0.1,0.7,46.0,45.0,0.0,0.008372093023255815,-0.1
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,es La Liga,29.0,2091,23.2,1,1,2,1,0.3,0.3,2.3,26.0,147.0,0.043041606886657105,0.01291248206599713,0.7
Conor Gallagher,ENG,MF,Chelsea,eng Premier League,23.0,3128,34.8,5,7,12,5,4.2,4.2,5.0,62.0,172.0,0.1438618925831202,0.12084398976982097,0.7999999999999998
Antonino Gallo,ITA,DF,Lecce,it Serie A,23.0,2490,27.7,0,3,3,0,0.5,0.5,4.5,69.0,125.0,0.0,0.018072289156626505,-0.5
Cristian Gamboa,CRC,DF,Bochum,de Bundesliga,33.0,1187,13.2,0,1,1,0,0.1,0.1,0.5,12.0,33.0,0.0,0.007582139848357203,-0.1
Kévin Gameiro,FRA,"FW,MF",Strasbourg,fr Ligue 1,36.0,1346,15.0,4,2,6,2,3.4,1.9,2.7,26.0,44.0,0.2674591381872214,0.2273402674591382,0.6000000000000001
Idrissa Gana Gueye,SEN,MF,Everton,eng Premier League,33.0,1884,20.9,4,0,4,4,1.3,1.3,1.1,29.0,83.0,0.19108280254777069,0.062101910828025485,2.7
Aleix García,ESP,MF,Girona,es La Liga,26.0,3199,35.5,3,6,9,3,1.8,1.8,5.5,58.0,294.0,0.08440137542982182,0.05064082525789309,1.2
Álvaro García,ESP,"FW,MF",Rayo Vallecano,es La Liga,30.0,2475,27.5,6,1,7,6,6.2,6.2,3.0,56.0,63.0,0.21818181818181817,0.2254545454545455,-0.20000000000000018
Dani García,ESP,MF,Athletic Club,es La Liga,33.0,745,8.3,1,0,1,1,0.8,0.8,0.2,3.0,36.0,0.12080536912751677,0.09664429530201343,0.19999999999999996
David García,ESP,DF,Osasuna,es La Liga,29.0,2334,25.9,0,1,1,0,1.0,1.0,1.3,21.0,133.0,0.0,0.038560411311053984,-1.0
Eric García,ESP,DF,Girona,es La Liga,22.0,2637,29.3,5,0,5,5,2.8,2.8,0.5,45.0,221.0,0.1706484641638225,0.0955631399317406,2.2
Fran Garcia,ESP,DF,Real Madrid,es La Liga,23.0,1398,15.5,1,5,6,1,0.5,0.5,2.4,53.0,60.0,0.06437768240343347,0.032188841201716736,0.5
Francisco Jesús Crespo García,ESP,FW,Las Palmas,es La Liga,27.0,504,5.6,2,0,2,2,1.3,1.3,0.6,17.0,20.0,0.3571428571428571,0.23214285714285715,0.7
Rubén García,ESP,"FW,MF",Osasuna,es La Liga,30.0,1547,17.2,3,2,5,3,2.3,2.3,3.3,16.0,59.0,0.17453135100193923,0.13380736910148675,0.7000000000000002
Ulisses Garcia,SUI,DF,Marseille,fr Ligue 1,27.0,906,10.1,0,0,0,0,0.5,0.5,0.9,21.0,52.0,0.0,0.04966887417218543,-0.5
Unai García,ESP,DF,Osasuna,es La Liga,31.0,560,6.2,1,0,1,1,0.1,0.1,0.0,2.0,12.0,0.1607142857142857,0.01607142857142857,0.9
Alejandro Garnacho,ARG,FW,Manchester Utd,eng Premier League,19.0,2565,28.5,7,4,11,7,8.4,8.3,5.1,178.0,62.0,0.2456140350877193,0.29473684210526313,-1.4000000000000004
James Garner,ENG,MF,Everton,eng Premier League,22.0,3004,33.4,1,2,3,1,2.7,2.7,4.6,36.0,100.0,0.02996005326231691,0.08089214380825566,-1.7000000000000002
Luca Garritano,ITA,"MF,DF",Frosinone,it Serie A,29.0,485,5.4,0,0,0,0,0.7,0.7,0.3,6.0,23.0,0.0,0.12989690721649486,-0.7
Yarek Gasiorowski,ESP,DF,Valencia,es La Liga,18.0,735,8.2,0,0,0,0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0
Johan Gastien,FRA,MF,Clermont Foot,fr Ligue 1,35.0,2260,25.1,0,0,0,0,0.3,0.3,2.4,21.0,168.0,0.0,0.011946902654867255,-0.3
Federico Gatti,ITA,DF,Juventus,it Serie A,25.0,2637,29.3,4,0,4,4,5.5,5.5,1.5,52.0,122.0,0.13651877133105803,0.18771331058020477,-1.5
Gavi,ESP,"MF,FW",Barcelona,es La Liga,18.0,944,10.5,1,1,2,1,0.9,0.9,1.1,26.0,39.0,0.09533898305084745,0.08580508474576272,0.09999999999999998
Paulo Gazzaniga,ARG,GK,Girona,es La Liga,31.0,3420,38.0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
Yann Gboho,FRA,"MF,FW",Toulouse,fr Ligue 1,22.0,1193,13.3,3,2,5,3,1.2,1.2,1.7,65.0,48.0,0.22632020117351215,0.09052808046940486,1.8
Gelabert,ESP,"MF,FW",Toulouse,fr Ligue 1,22.0,754,8.4,1,2,3,1,0.8,0.8,1.3,14.0,33.0,0.11936339522546419,0.09549071618037136,0.19999999999999996
Francesco Gelli,ITA,"MF,DF",Frosinone,it Serie A,26.0,1561,17.3,0,0,0,0,0.7,0.7,2.4,42.0,61.0,0.0,0.04035874439461883,-0.7
Valentin Gendrey,FRA,DF,Lecce,it Serie A,23.0,3044,33.8,2,3,5,2,1.6,1.6,1.6,76.0,116.0,0.05913272010512484,0.04730617608409988,0.3999999999999999
Denis Genreau,AUS,"MF,FW",Toulouse,fr Ligue 1,24.0,464,5.2,0,0,0,0,0.4,0.4,0.4,6.0,14.0,0.0,0.07758620689655173,-0.4
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,de Bundesliga,29.0,1630,18.1,2,1,3,2,1.9,1.9,0.9,17.0,49.0,0.11042944785276074,0.10490797546012269,0.10000000000000009
Saman Ghoddos,IRN,DF,Brentford,eng Premier League,29.0,739,8.2,1,0,1,1,0.3,0.3,1.1,22.0,36.0,0.12178619756427606,0.036535859269282815,0.7
Lautaro Gianetti,ARG,DF,Udinese,it Serie A,29.0,630,7.0,1,0,1,1,0.4,0.4,0.1,2.0,4.0,0.14285714285714285,0.05714285714285714,0.6
Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,eng Premier League,23.0,3156,35.1,5,10,15,4,6.9,6.1,8.4,80.0,170.0,0.14258555133079848,0.19676806083650192,-1.9000000000000004
Samuel Gigot,FRA,DF,Marseille,fr Ligue 1,29.0,1726,19.2,3,0,3,3,2.4,2.4,0.9,10.0,54.0,0.1564310544611819,0.12514484356894554,0.6000000000000001
Mario Gila,ESP,DF,Lazio,it Serie A,22.0,1809,20.1,0,0,0,0,0.5,0.5,0.5,21.0,93.0,0.0,0.02487562189054726,-0.5
Billy Gilmour,SCO,MF,Brighton,eng Premier League,22.0,2120,23.6,0,1,1,0,1.0,1.0,2.0,39.0,193.0,0.0,0.04245283018867924,-1.0
Benedikt Gimber,GER,DF,Heidenheim,de Bundesliga,26.0,2021,22.5,1,1,2,1,1.4,1.4,1.1,3.0,25.0,0.044532409698169226,0.06234537357743691,-0.3999999999999999
Gvidas Gineitis,LTU,MF,Torino,it Serie A,19.0,538,6.0,0,0,0,0,0.4,0.4,0.5,9.0,25.0,0.0,0.06691449814126395,-0.4
Matthias Ginter,GER,DF,Freiburg,de Bundesliga,29.0,1913,21.3,0,2,2,0,1.4,1.4,1.4,23.0,136.0,0.0,0.06586513329848405,-1.4
Olivier Giroud,FRA,FW,Milan,it Serie A,36.0,2363,26.3,15,8,23,11,14.2,10.2,4.7,9.0,28.0,0.5713076597545493,0.5408379179009734,0.8000000000000007
Jamie Gittens,ENG,"FW,MF",Dortmund,de Bundesliga,18.0,1058,11.8,1,4,5,1,2.2,2.2,2.8,64.0,26.0,0.08506616257088848,0.18714555765595464,-1.2000000000000002
Klaus Gjasula,ALB,"DF,MF",Darmstadt 98,de Bundesliga,33.0,1363,15.1,0,0,0,0,0.5,0.5,0.2,8.0,70.0,0.0,0.03301540719002201,-0.5
Ben Godfrey,ENG,DF,Everton,eng Premier League,25.0,1120,12.4,0,0,0,0,1.7,1.7,0.3,11.0,43.0,0.0,0.13660714285714284,-1.7
Edoardo Goldaniga,ITA,DF,Cagliari,it Serie A,29.0,1011,11.2,0,0,0,0,0.5,0.5,0.1,9.0,50.0,0.0,0.044510385756676554,-0.5
Pierluigi Gollini,ITA,GK,Napoli,it Serie A,28.0,630,7.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Golovin,RUS,"MF,FW",Monaco,fr Ligue 1,27.0,2147,23.9,6,6,12,6,3.4,3.4,4.7,50.0,172.0,0.2515137401024686,0.1425244527247322,2.6
André Gomes,POR,"MF,FW",Everton,eng Premier League,30.0,508,5.6,1,0,1,1,0.3,0.3,0.4,8.0,36.0,0.17716535433070865,0.0531496062992126,0.7
Angel Gomes,ENG,MF,Lille,fr Ligue 1,22.0,2571,28.6,0,8,8,0,2.0,2.0,6.2,49.0,204.0,0.0,0.07001166861143523,-2.0
João Gomes,BRA,MF,Wolves,eng Premier League,22.0,2649,29.4,2,1,3,2,1.7,1.7,1.1,28.0,101.0,0.06795016987542468,0.057757644394110984,0.30000000000000004
Toti Gomes,POR,DF,Wolves,eng Premier League,24.0,2772,30.8,1,3,4,1,1.6,1.6,1.2,22.0,79.0,0.032467532467532464,0.05194805194805195,-0.6000000000000001
Joe Gomez,ENG,DF,Liverpool,eng Premier League,26.0,1786,19.8,0,1,1,0,0.8,0.8,1.3,44.0,100.0,0.0,0.040313549832026875,-0.8
Maxi Gómez,URU,FW,Cádiz,es La Liga,26.0,1163,12.9,0,0,0,0,1.6,1.6,0.6,13.0,11.0,0.0,0.12381771281169389,-1.6
Moi Gómez,ESP,"MF,FW",Osasuna,es La Liga,29.0,2006,22.3,3,0,3,3,1.7,1.7,0.9,36.0,127.0,0.1345962113659023,0.07627118644067796,1.3
Unai Gómez,ESP,MF,Athletic Club,es La Liga,20.0,875,9.7,2,0,2,2,1.5,1.5,0.7,20.0,28.0,0.20571428571428574,0.15428571428571428,0.5
Maxime Gonalons,FRA,MF,Clermont Foot,fr Ligue 1,34.0,1296,14.4,1,0,1,1,0.4,0.4,0.2,8.0,81.0,0.06944444444444445,0.027777777777777776,0.6
Édgar González,ESP,"DF,MF",Almería,es La Liga,26.0,2522,28.0,2,0,2,2,2.3,2.3,0.3,6.0,72.0,0.07137192704203013,0.08207771609833464,-0.2999999999999998
Giovanni González,URU,DF,Mallorca,es La Liga,28.0,2464,27.4,1,1,2,1,0.5,0.5,1.4,28.0,91.0,0.03652597402597403,0.018262987012987016,0.5
Joan Gonzàlez,ESP,MF,Lecce,it Serie A,21.0,1291,14.3,1,1,2,1,1.2,1.2,1.0,25.0,49.0,0.069713400464756,0.0836560805577072,-0.19999999999999996
Nicolás González,ARG,FW,Fiorentina,it Serie A,25.0,1913,21.3,12,2,14,11,10.4,8.0,1.6,53.0,100.0,0.5645582854155776,0.48928384736016733,1.5999999999999996
Anthony Gordon,ENG,FW,Newcastle Utd,eng Premier League,22.0,2890,32.1,11,10,21,10,10.2,9.4,8.0,138.0,101.0,0.342560553633218,0.3176470588235294,0.8000000000000007
Leon Goretzka,GER,MF,Bayern Munich,de Bundesliga,28.0,2241,24.9,6,7,13,6,5.0,5.0,5.3,66.0,176.0,0.24096385542168675,0.20080321285140562,1.0
Andoni Gorosabel,ESP,DF,Alavés,es La Liga,26.0,2854,31.7,1,0,1,1,0.7,0.7,1.3,58.0,117.0,0.03153468815697267,0.022074281709880864,0.30000000000000004
Robin Gosens,GER,"DF,MF",Union Berlin,de Bundesliga,29.0,2283,25.4,6,3,9,6,2.1,2.1,3.0,21.0,97.0,0.23653088042049936,0.08278580814717477,3.9
Mario Götze,GER,MF,Eint Frankfurt,de Bundesliga,31.0,2068,23.0,3,2,5,3,2.9,2.9,3.0,22.0,115.0,0.13056092843326886,0.12620889748549322,0.10000000000000009
Amine Gouiri,ALG,"FW,MF",Rennes,fr Ligue 1,23.0,2067,23.0,7,3,10,7,7.4,7.3,1.7,59.0,82.0,0.3047895500725689,0.32220609579100146,-0.40000000000000036
Jeffrey Gouweleeuw,NED,DF,Augsburg,de Bundesliga,32.0,2593,28.8,1,0,1,1,1.3,1.3,1.8,33.0,143.0,0.034708831469340534,0.04512148091014269,-0.30000000000000004
Jonathan Gradit,FRA,DF,Lens,fr Ligue 1,30.0,2112,23.5,1,0,1,1,0.3,0.3,0.1,21.0,177.0,0.04261363636363637,0.012784090909090908,0.7
Samuel Grandsir,FRA,"MF,FW",Le Havre,fr Ligue 1,26.0,606,6.7,1,1,2,1,2.6,1.9,1.2,22.0,35.0,0.1485148514851485,0.38613861386138615,-1.6
Alberto Grassi,ITA,MF,Empoli,it Serie A,28.0,1807,20.1,0,1,1,0,1.1,1.1,0.6,13.0,75.0,0.0,0.054786939679026016,-1.1
Ryan Gravenberch,NED,MF,Liverpool,eng Premier League,21.0,1121,12.5,1,0,1,1,2.0,2.0,0.9,39.0,78.0,0.08028545941123996,0.16057091882247992,-1.0
Ivo Grbić,CRO,GK,Sheffield Utd,eng Premier League,27.0,771,8.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Grealish,ENG,"FW,MF",Manchester City,eng Premier League,27.0,1009,11.2,3,1,4,3,2.1,2.1,2.5,87.0,50.0,0.267591674925669,0.1873141724479683,0.8999999999999999
Mason Greenwood,ENG,"MF,FW",Getafe,es La Liga,21.0,2662,29.6,8,6,14,6,8.8,6.4,4.6,127.0,89.0,0.270473328324568,0.2975206611570248,-0.8000000000000007
Michael Gregoritsch,AUT,FW,Freiburg,de Bundesliga,29.0,1682,18.7,7,4,11,7,9.2,9.2,1.0,12.0,48.0,0.3745541022592152,0.4922711058263971,-2.1999999999999993
Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,es La Liga,32.0,2644,29.4,16,6,22,12,12.3,9.3,5.6,43.0,118.0,0.5446293494704992,0.41868381240544633,3.6999999999999993
Vincenzo Grifo,ITA,"MF,FW",Freiburg,de Bundesliga,30.0,2325,25.8,8,8,16,2,7.7,3.0,8.2,54.0,115.0,0.3096774193548387,0.29806451612903223,0.2999999999999998
Florian Grillitsch,AUT,"DF,MF",Hoffenheim,de Bundesliga,27.0,2295,25.5,1,6,7,1,1.2,1.2,1.7,32.0,152.0,0.0392156862745098,0.04705882352941176,-0.19999999999999996
Álex Grimaldo,ESP,DF,Leverkusen,de Bundesliga,27.0,2784,30.9,10,13,23,10,5.7,5.7,9.1,77.0,162.0,0.3232758620689655,0.18426724137931036,4.3
Christian Groß,GER,"DF,MF",Werder Bremen,de Bundesliga,34.0,797,8.9,0,1,1,0,0.3,0.3,0.4,17.0,46.0,0.0,0.03387703889585947,-0.3
Pascal Groß,GER,"MF,DF",Brighton,eng Premier League,32.0,3114,34.6,4,10,14,3,6.5,5.7,8.1,83.0,302.0,0.11560693641618497,0.1878612716763006,-2.5
Brajan Gruda,GER,"MF,FW",Mainz 05,de Bundesliga,19.0,1641,18.2,4,3,7,4,3.5,3.5,4.1,100.0,71.0,0.2193784277879342,0.19195612431444242,0.5
Vicente Guaita,ESP,GK,Celta Vigo,es La Liga,36.0,2403,26.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Guardiola,ESP,"FW,MF",Cádiz,es La Liga,32.0,495,5.5,1,1,2,1,1.8,1.8,0.8,10.0,19.0,0.18181818181818182,0.32727272727272727,-0.8
Nemanja Gudelj,SRB,"DF,MF",Sevilla,es La Liga,31.0,1742,19.4,1,1,2,1,0.8,0.8,0.4,23.0,73.0,0.05166475315729047,0.04133180252583238,0.19999999999999996
Gabriel Gudmundsson,SWE,"DF,FW",Lille,fr Ligue 1,24.0,1267,14.1,1,0,1,1,1.1,1.1,1.2,39.0,37.0,0.07103393843725335,0.07813733228097869,-0.10000000000000009
Gonçalo Guedes,POR,"FW,MF",Villarreal,es La Liga,26.0,951,10.6,3,2,5,3,2.3,2.3,1.5,38.0,50.0,0.28391167192429023,0.21766561514195581,0.7000000000000002
Marc Guéhi,ENG,DF,Crystal Palace,eng Premier League,23.0,2021,22.5,0,1,1,0,0.6,0.6,0.6,15.0,67.0,0.0,0.026719445818901535,-0.6
Mattéo Guendouzi,FRA,MF,Lazio,it Serie A,24.0,2367,26.3,2,3,5,2,1.6,1.6,2.3,46.0,119.0,0.07604562737642585,0.060836501901140684,0.3999999999999999
Javier Guerra,ESP,MF,Valencia,es La Liga,20.0,2498,27.8,4,1,5,4,2.7,2.7,0.9,47.0,81.0,0.14411529223378702,0.09727782225780625,1.2999999999999998
Raphaël Guerreiro,POR,"DF,MF",Bayern Munich,de Bundesliga,29.0,1191,13.2,3,0,3,3,2.4,2.4,2.0,36.0,86.0,0.22670025188916876,0.181360201511335,0.6000000000000001
Evann Guessand,CIV,FW,Nice,fr Ligue 1,22.0,1553,17.3,6,0,6,4,8.4,6.8,1.4,40.0,34.0,0.34771410173857054,0.4867997424339987,-2.4000000000000004
Ander Guevara,ESP,MF,Alavés,es La Liga,26.0,2932,32.6,1,0,1,1,0.7,0.7,0.9,53.0,187.0,0.030695770804911322,0.021487039563437924,0.30000000000000004
Pape Gueye,SEN,"MF,DF",Marseille,fr Ligue 1,24.0,765,8.5,1,0,1,1,0.4,0.4,0.8,8.0,61.0,0.11764705882352941,0.04705882352941177,0.6
Morgan Guilavogui,GUI,"FW,MF",Lens,fr Ligue 1,25.0,566,6.3,2,0,2,2,1.6,1.6,1.2,16.0,36.0,0.31802120141342755,0.2544169611307421,0.3999999999999999
Frederic Guilbert,FRA,"DF,MF",Strasbourg,fr Ligue 1,28.0,2490,27.7,2,0,2,2,1.1,1.1,1.6,32.0,116.0,0.07228915662650602,0.03975903614457831,0.8999999999999999
Hugo Guillamón,ESP,MF,Valencia,es La Liga,23.0,1315,14.6,1,0,1,1,0.2,0.2,0.4,6.0,65.0,0.06844106463878327,0.013688212927756654,0.8
Bruno Guimarães,BRA,MF,Newcastle Utd,eng Premier League,25.0,3263,36.3,7,8,15,7,4.8,4.8,6.4,65.0,283.0,0.19307385841250382,0.1323935029114312,2.2
Serhou Guirassy,GUI,FW,Stuttgart,de Bundesliga,27.0,2208,24.5,28,3,31,24,20.8,17.6,6.6,32.0,56.0,1.141304347826087,0.8478260869565218,7.199999999999999
Péter Gulácsi,HUN,GK,RB Leipzig,de Bundesliga,33.0,1170,13.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Manuel Gulde,GER,DF,Freiburg,de Bundesliga,32.0,2047,22.7,1,0,1,1,1.1,1.1,0.1,10.0,74.0,0.04396678065461651,0.04836345872007817,-0.10000000000000009
Gerard Gumbau,ESP,MF,Granada,es La Liga,28.0,2674,29.7,0,3,3,0,1.8,1.8,4.0,20.0,135.0,0.0,0.0605833956619297,-1.8
Robert Gumny,POL,DF,Augsburg,de Bundesliga,25.0,481,5.3,0,0,0,0,0.2,0.2,0.1,9.0,18.0,0.0,0.037422037422037424,-0.2
İlkay Gündoğan,GER,MF,Barcelona,es La Liga,32.0,2994,33.3,5,9,14,4,7.3,5.7,10.3,71.0,224.0,0.15030060120240482,0.21943887775551102,-2.3
Christian Günter,GER,DF,Freiburg,de Bundesliga,30.0,1060,11.8,1,2,3,1,0.5,0.5,2.1,15.0,23.0,0.08490566037735849,0.04245283018867924,0.5
Jon Guridi,ESP,MF,Alavés,es La Liga,28.0,2678,29.8,3,4,7,3,4.0,4.0,3.5,30.0,117.0,0.10082150858849888,0.13442867811799852,-1.0
Gorka Guruzeta,ESP,FW,Athletic Club,es La Liga,26.0,2217,24.6,14,5,19,14,11.6,10.8,2.4,18.0,55.0,0.5683355886332883,0.4709066305818674,2.4000000000000004
Malo Gusto,FRA,DF,Chelsea,eng Premier League,20.0,1751,19.5,0,6,6,0,0.9,0.9,4.3,78.0,86.0,0.0,0.04625928041119361,-0.9
Miguel Gutiérrez,ESP,DF,Girona,es La Liga,22.0,3032,33.7,2,7,9,2,2.8,2.8,7.5,74.0,146.0,0.059366754617414245,0.08311345646437994,-0.7999999999999998
Albert Guðmundsson,ISL,"FW,MF",Genoa,it Serie A,26.0,3016,33.5,14,4,18,10,9.9,5.8,5.2,82.0,120.0,0.4177718832891247,0.2954244031830239,4.1
Joško Gvardiol,CRO,DF,Manchester City,eng Premier League,21.0,2328,25.9,4,1,5,4,3.1,3.1,1.4,63.0,136.0,0.15463917525773196,0.11984536082474227,0.8999999999999999
Emmanuel Gyasi,GHA,"DF,FW",Empoli,it Serie A,29.0,1879,20.9,1,2,3,1,3.5,3.5,1.5,15.0,41.0,0.04789781798829164,0.16764236295902074,-2.5
Norbert Gyömbér,SVK,DF,Salernitana,it Serie A,31.0,1760,19.6,0,0,0,0,0.2,0.2,0.2,4.0,42.0,0.0,0.010227272727272727,-0.2
Erling Haaland,NOR,FW,Manchester City,eng Premier League,23.0,2552,28.4,27,5,32,20,29.2,22.9,4.3,35.0,26.0,0.9521943573667712,1.0297805642633229,-2.1999999999999993
Janik Haberer,GER,"MF,DF",Union Berlin,de Bundesliga,29.0,1221,13.6,1,1,2,1,0.9,0.8,0.6,10.0,47.0,0.07371007371007371,0.06633906633906633,0.09999999999999998
Robin Hack,GER,"FW,MF",Gladbach,de Bundesliga,24.0,1348,15.0,10,2,12,10,3.9,3.9,2.3,50.0,46.0,0.6676557863501484,0.26038575667655783,6.1
Munir El Haddadi,MAR,FW,Las Palmas,es La Liga,27.0,2449,27.2,3,2,5,3,4.3,3.5,1.9,26.0,78.0,0.11024908125765619,0.15802368313597387,-1.2999999999999998
Ianis Hagi,ROU,"MF,FW",Alavés,es La Liga,24.0,804,8.9,0,2,2,0,2.8,2.0,2.0,17.0,32.0,0.0,0.3134328358208955,-2.8
Amadou Haidara,MLI,MF,RB Leipzig,de Bundesliga,25.0,1526,17.0,2,1,3,2,1.1,1.1,1.6,8.0,97.0,0.11795543905635648,0.06487549148099607,0.8999999999999999
Massadio Haïdara,MLI,DF,Lens,fr Ligue 1,30.0,741,8.2,0,1,1,0,0.1,0.1,0.2,8.0,40.0,0.0,0.012145748987854251,-0.1
Achraf Hakimi,MAR,DF,Paris S-G,fr Ligue 1,24.0,1932,21.5,4,5,9,4,4.2,4.2,5.2,84.0,218.0,0.1863354037267081,0.1956521739130435,-0.20000000000000018
Lewis Hall,ENG,DF,Newcastle Utd,eng Premier League,18.0,781,8.7,1,0,1,1,0.3,0.3,0.3,19.0,46.0,0.11523687580025607,0.034571062740076826,0.7
Gustavo Hamer,NED,MF,Sheffield Utd,eng Premier League,26.0,2910,32.3,4,6,10,4,3.0,3.0,6.1,36.0,135.0,0.12371134020618557,0.09278350515463918,1.0
Andreas Hanche-Olsen,NOR,DF,Mainz 05,de Bundesliga,26.0,992,11.0,1,0,1,1,0.7,0.7,0.0,1.0,19.0,0.0907258064516129,0.06350806451612903,0.30000000000000004
Ridgeciano Haps,SUR,DF,Genoa,it Serie A,30.0,773,8.6,0,1,1,0,0.1,0.1,0.7,13.0,13.0,0.0,0.01164294954721863,-0.1
Amine Harit,MAR,"MF,FW",Marseille,fr Ligue 1,26.0,1821,20.2,1,2,3,1,3.7,3.7,3.7,84.0,127.0,0.04942339373970346,0.1828665568369028,-2.7
Jack Harrison,ENG,"MF,FW",Everton,eng Premier League,26.0,2214,24.6,3,3,6,3,3.6,3.6,3.4,65.0,62.0,0.12195121951219512,0.14634146341463414,-0.6000000000000001
Abdou Harroui,NED,"MF,FW",Frosinone,it Serie A,25.0,1019,11.3,3,3,6,2,3.1,2.3,1.2,43.0,38.0,0.2649656526005888,0.27379784102060845,-0.10000000000000009
Daiki Hashioka,JPN,DF,Luton Town,eng Premier League,24.0,595,6.6,0,0,0,0,0.1,0.1,0.7,3.0,21.0,0.0,0.015126050420168067,-0.1
Hans Hateboer,NED,DF,Atalanta,it Serie A,29.0,1113,12.4,0,1,1,0,0.3,0.3,2.0,19.0,42.0,0.0,0.024258760107816708,-0.3
Pantelis Hatzidiakos,GRE,DF,Cagliari,it Serie A,26.0,856,9.5,0,0,0,0,0.4,0.4,0.0,3.0,34.0,0.0,0.042056074766355145,-0.4
Kai Havertz,GER,"MF,FW",Arsenal,eng Premier League,24.0,2634,29.3,13,7,20,12,12.3,11.6,4.4,55.0,99.0,0.44419134396355353,0.42027334851936216,0.6999999999999993
Jan Paul van Hecke,NED,DF,Brighton,eng Premier League,23.0,2369,26.3,0,0,0,0,1.2,1.2,0.9,25.0,147.0,0.0,0.045588856057408186,-1.2
Hwang Hee-chan,KOR,"FW,MF",Wolves,eng Premier League,27.0,2119,23.5,12,3,15,11,7.7,6.9,3.0,37.0,37.0,0.5096743747050496,0.3270410571024068,4.3
Silvan Hefti,SUI,"DF,FW",Montpellier,fr Ligue 1,25.0,711,7.9,0,1,1,0,0.2,0.2,1.0,14.0,25.0,0.0,0.02531645569620253,-0.2
Dominique Heintz,GER,DF,Köln,de Bundesliga,29.0,568,6.3,0,0,0,0,0.0,0.0,0.5,10.0,30.0,0.0,0.0,0.0
Dean Henderson,ENG,GK,Crystal Palace,eng Premier League,26.0,1620,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Henrichs,GER,DF,RB Leipzig,de Bundesliga,26.0,2526,28.1,1,5,6,1,2.5,2.5,4.4,53.0,124.0,0.035629453681710214,0.08907363420427553,-1.5
Henrique,BRA,DF,Lyon,fr Ligue 1,29.0,607,6.7,1,0,1,1,0.3,0.3,0.4,20.0,36.0,0.14827018121911037,0.044481054365733116,0.7
